iso3,category,indicator,value,unit,year,source
TGO,tourism,tourist_arrivals,482000.0,arrivals/year,2020,UNWTO via Our World in Data
LAO,tourism,tourist_arrivals,811600.0,arrivals/year,2020,UNWTO via Our World in Data
ASM,tourism,tourist_arrivals,900.0,arrivals/year,2020,UNWTO via Our World in Data
CHN,tourism,tourist_arrivals,7967000.0,arrivals/year,2020,UNWTO via Our World in Data
PSE,tourism,tourist_arrivals,170000.0,arrivals/year,2020,UNWTO via Our World in Data
PLW,tourism,tourist_arrivals,18400.0,arrivals/year,2020,UNWTO via Our World in Data
BEN,tourism,tourist_arrivals,325000.0,arrivals/year,2020,UNWTO via Our World in Data
CAF,tourism,tourist_arrivals,34600.0,arrivals/year,2020,UNWTO via Our World in Data
ISL,tourism,tourist_arrivals,698000.0,arrivals/year,2021,UNWTO via Our World in Data
MOZ,tourism,tourist_arrivals,492000.0,arrivals/year,2021,UNWTO via Our World in Data
BWA,tourism,tourist_arrivals,314000.0,arrivals/year,2021,UNWTO via Our World in Data
TCA,tourism,tourist_arrivals,405000.0,arrivals/year,2021,UNWTO via Our World in Data
COM,tourism,tourist_arrivals,28800.0,arrivals/year,2021,UNWTO via Our World in Data
MSR,tourism,tourist_arrivals,1600.0,arrivals/year,2021,UNWTO via Our World in Data
FRA,tourism,tourist_arrivals,48395000.0,arrivals/year,2021,UNWTO via Our World in Data
TCD,tourism,tourist_arrivals,40000.0,arrivals/year,2021,UNWTO via Our World in Data
ARE,tourism,tourist_arrivals,11479000.0,arrivals/year,2021,UNWTO via Our World in Data
RWA,tourism,tourist_arrivals,480000.0,arrivals/year,2021,UNWTO via Our World in Data
MLI,tourism,tourist_arrivals,168000.0,arrivals/year,2021,UNWTO via Our World in Data
SLB,tourism,tourist_arrivals,700.0,arrivals/year,2021,UNWTO via Our World in Data
VIR,tourism,tourist_arrivals,684800.0,arrivals/year,2021,UNWTO via Our World in Data
UGA,tourism,tourist_arrivals,513000.0,arrivals/year,2021,UNWTO via Our World in Data
MHL,tourism,tourist_arrivals,35.0,arrivals/year,2021,UNWTO via Our World in Data
BRN,tourism,tourist_arrivals,3500.0,arrivals/year,2021,UNWTO via Our World in Data
BGD,tourism,tourist_arrivals,135000.0,arrivals/year,2021,UNWTO via Our World in Data
TLS,tourism,tourist_arrivals,5500.0,arrivals/year,2021,UNWTO via Our World in Data
THA,tourism,tourist_arrivals,511000.0,arrivals/year,2021,UNWTO via Our World in Data
COD,tourism,tourist_arrivals,382000.0,arrivals/year,2021,UNWTO via Our World in Data
LVA,tourism,tourist_arrivals,478000.0,arrivals/year,2021,UNWTO via Our World in Data
SLE,tourism,tourist_arrivals,40000.0,arrivals/year,2021,UNWTO via Our World in Data
NIU,tourism,tourist_arrivals,200.0,arrivals/year,2021,UNWTO via Our World in Data
ZMB,tourism,tourist_arrivals,554000.0,arrivals/year,2021,UNWTO via Our World in Data
CZE,tourism,tourist_arrivals,3768000.0,arrivals/year,2021,UNWTO via Our World in Data
HTI,tourism,tourist_arrivals,148000.0,arrivals/year,2021,UNWTO via Our World in Data
IRN,tourism,tourist_arrivals,882000.0,arrivals/year,2021,UNWTO via Our World in Data
SMR,tourism,tourist_arrivals,94000.0,arrivals/year,2021,UNWTO via Our World in Data
MWI,tourism,tourist_arrivals,432000.0,arrivals/year,2021,UNWTO via Our World in Data
MDG,tourism,tourist_arrivals,7800.0,arrivals/year,2021,UNWTO via Our World in Data
STP,tourism,tourist_arrivals,15100.0,arrivals/year,2021,UNWTO via Our World in Data
GRD,tourism,tourist_arrivals,149000.0,arrivals/year,2022,UNWTO via Our World in Data
MTQ,tourism,tourist_arrivals,556000.0,arrivals/year,2022,UNWTO via Our World in Data
LBN,tourism,tourist_arrivals,1466000.0,arrivals/year,2022,UNWTO via Our World in Data
GMB,tourism,tourist_arrivals,570000.0,arrivals/year,2022,UNWTO via Our World in Data
BGR,tourism,tourist_arrivals,5557000.0,arrivals/year,2022,UNWTO via Our World in Data
MDV,tourism,tourist_arrivals,1675000.0,arrivals/year,2022,UNWTO via Our World in Data
MYS,tourism,tourist_arrivals,10071000.0,arrivals/year,2022,UNWTO via Our World in Data
SYC,tourism,tourist_arrivals,332000.0,arrivals/year,2022,UNWTO via Our World in Data
GRC,tourism,tourist_arrivals,27836000.0,arrivals/year,2022,UNWTO via Our World in Data
WSM,tourism,tourist_arrivals,49400.0,arrivals/year,2022,UNWTO via Our World in Data
AIA,tourism,tourist_arrivals,74100.0,arrivals/year,2022,UNWTO via Our World in Data
GTM,tourism,tourist_arrivals,1494000.0,arrivals/year,2022,UNWTO via Our World in Data
VCT,tourism,tourist_arrivals,59000.0,arrivals/year,2022,UNWTO via Our World in Data
LCA,tourism,tourist_arrivals,356000.0,arrivals/year,2022,UNWTO via Our World in Data
SXM,tourism,tourist_arrivals,373000.0,arrivals/year,2022,UNWTO via Our World in Data
CPV,tourism,tourist_arrivals,785000.0,arrivals/year,2022,UNWTO via Our World in Data
LUX,tourism,tourist_arrivals,1013000.0,arrivals/year,2022,UNWTO via Our World in Data
GUY,tourism,tourist_arrivals,288000.0,arrivals/year,2022,UNWTO via Our World in Data
AGO,tourism,tourist_arrivals,130000.0,arrivals/year,2022,UNWTO via Our World in Data
KHM,tourism,tourist_arrivals,2276600.0,arrivals/year,2022,UNWTO via Our World in Data
GHA,tourism,tourist_arrivals,915000.0,arrivals/year,2022,UNWTO via Our World in Data
KNA,tourism,tourist_arrivals,79800.0,arrivals/year,2022,UNWTO via Our World in Data
VGB,tourism,tourist_arrivals,173000.0,arrivals/year,2022,UNWTO via Our World in Data
VUT,tourism,tourist_arrivals,30000.0,arrivals/year,2022,UNWTO via Our World in Data
HND,tourism,tourist_arrivals,844000.0,arrivals/year,2022,UNWTO via Our World in Data
CYM,tourism,tourist_arrivals,284300.0,arrivals/year,2022,UNWTO via Our World in Data
KGZ,tourism,tourist_arrivals,345700.0,arrivals/year,2022,UNWTO via Our World in Data
COK,tourism,tourist_arrivals,113600.0,arrivals/year,2022,UNWTO via Our World in Data
EST,tourism,tourist_arrivals,2166000.0,arrivals/year,2022,UNWTO via Our World in Data
AUT,tourism,tourist_arrivals,26215000.0,arrivals/year,2022,UNWTO via Our World in Data
PER,tourism,tourist_arrivals,2009300.0,arrivals/year,2022,UNWTO via Our World in Data
BMU,tourism,tourist_arrivals,145900.0,arrivals/year,2022,UNWTO via Our World in Data
SWZ,tourism,tourist_arrivals,393000.0,arrivals/year,2022,UNWTO via Our World in Data
PHL,tourism,tourist_arrivals,2654000.0,arrivals/year,2022,UNWTO via Our World in Data
MAR,tourism,tourist_arrivals,10869000.0,arrivals/year,2022,UNWTO via Our World in Data
TON,tourism,tourist_arrivals,18400.0,arrivals/year,2022,UNWTO via Our World in Data
MNE,tourism,tourist_arrivals,2036000.0,arrivals/year,2022,UNWTO via Our World in Data
BTN,tourism,tourist_arrivals,20900.0,arrivals/year,2022,UNWTO via Our World in Data
NIC,tourism,tourist_arrivals,817900.0,arrivals/year,2022,UNWTO via Our World in Data
DMA,tourism,tourist_arrivals,61000.0,arrivals/year,2022,UNWTO via Our World in Data
TUV,tourism,tourist_arrivals,244.0,arrivals/year,2022,UNWTO via Our World in Data
ABW,tourism,tourist_arrivals,1101000.0,arrivals/year,2022,UNWTO via Our World in Data
JAM,tourism,tourist_arrivals,2478400.0,arrivals/year,2022,UNWTO via Our World in Data
LKA,tourism,tourist_arrivals,720000.0,arrivals/year,2022,UNWTO via Our World in Data
COL,tourism,tourist_arrivals,4519000.0,arrivals/year,2022,UNWTO via Our World in Data
AZE,tourism,tourist_arrivals,1508000.0,arrivals/year,2022,UNWTO via Our World in Data
CUW,tourism,tourist_arrivals,489600.0,arrivals/year,2022,UNWTO via Our World in Data
KIR,tourism,tourist_arrivals,1800.0,arrivals/year,2022,UNWTO via Our World in Data
BLZ,tourism,tourist_arrivals,372600.0,arrivals/year,2022,UNWTO via Our World in Data
CUB,tourism,tourist_arrivals,1613400.0,arrivals/year,2022,UNWTO via Our World in Data
CHE,tourism,tourist_arrivals,9159500.0,arrivals/year,2022,UNWTO via Our World in Data
NLD,tourism,tourist_arrivals,16063000.0,arrivals/year,2022,UNWTO via Our World in Data
HRV,tourism,tourist_arrivals,15324000.0,arrivals/year,2022,UNWTO via Our World in Data
TUN,tourism,tourist_arrivals,6441000.0,arrivals/year,2022,UNWTO via Our World in Data
PAN,tourism,tourist_arrivals,1488000.0,arrivals/year,2022,UNWTO via Our World in Data
EGY,tourism,tourist_arrivals,11625000.0,arrivals/year,2022,UNWTO via Our World in Data
NPL,tourism,tourist_arrivals,614800.0,arrivals/year,2022,UNWTO via Our World in Data
SWE,tourism,tourist_arrivals,6629000.0,arrivals/year,2022,UNWTO via Our World in Data
TUR,tourism,tourist_arrivals,50453000.0,arrivals/year,2022,UNWTO via Our World in Data
PNG,tourism,tourist_arrivals,66800.0,arrivals/year,2022,UNWTO via Our World in Data
QAT,tourism,tourist_arrivals,2559800.0,arrivals/year,2022,UNWTO via Our World in Data
BLR,tourism,tourist_arrivals,1492000.0,arrivals/year,2022,UNWTO via Our World in Data
TZA,tourism,tourist_arrivals,1455000.0,arrivals/year,2022,UNWTO via Our World in Data
DNK,tourism,tourist_arrivals,14190000.0,arrivals/year,2022,UNWTO via Our World in Data
REU,tourism,tourist_arrivals,495000.0,arrivals/year,2022,UNWTO via Our World in Data
DJI,tourism,tourist_arrivals,145000.0,arrivals/year,2022,UNWTO via Our World in Data
MNP,tourism,tourist_arrivals,96100.0,arrivals/year,2022,UNWTO via Our World in Data
BOL,tourism,tourist_arrivals,724000.0,arrivals/year,2022,UNWTO via Our World in Data
PYF,tourism,tourist_arrivals,218800.0,arrivals/year,2022,UNWTO via Our World in Data
NOR,tourism,tourist_arrivals,4979400.0,arrivals/year,2022,UNWTO via Our World in Data
KWT,tourism,tourist_arrivals,122456.0,arrivals/year,2023,UNWTO via Our World in Data
NAM,tourism,tourist_arrivals,864000.0,arrivals/year,2023,UNWTO via Our World in Data
LTU,tourism,tourist_arrivals,2383300.0,arrivals/year,2024,UNWTO via Our World in Data
DOM,tourism,tourist_arrivals,8535701.0,arrivals/year,2024,UNWTO via Our World in Data
MKD,tourism,tourist_arrivals,830179.0,arrivals/year,2024,UNWTO via Our World in Data
JPN,tourism,tourist_arrivals,36870000.0,arrivals/year,2024,UNWTO via Our World in Data
HUN,tourism,tourist_arrivals,13155000.0,arrivals/year,2024,UNWTO via Our World in Data
IDN,tourism,tourist_arrivals,13603000.0,arrivals/year,2024,UNWTO via Our World in Data
NGA,tourism,tourist_arrivals,538927.0,arrivals/year,2024,UNWTO via Our World in Data
OMN,tourism,tourist_arrivals,2659002.0,arrivals/year,2024,UNWTO via Our World in Data
SGP,tourism,tourist_arrivals,13025000.0,arrivals/year,2024,UNWTO via Our World in Data
LIE,tourism,tourist_arrivals,117789.0,arrivals/year,2024,UNWTO via Our World in Data
ALB,tourism,tourist_arrivals,11483000.0,arrivals/year,2024,UNWTO via Our World in Data
BEL,tourism,tourist_arrivals,9638000.0,arrivals/year,2024,UNWTO via Our World in Data
BRB,tourism,tourist_arrivals,704340.0,arrivals/year,2024,UNWTO via Our World in Data
CYP,tourism,tourist_arrivals,4040200.0,arrivals/year,2024,UNWTO via Our World in Data
SRB,tourism,tourist_arrivals,2384735.0,arrivals/year,2024,UNWTO via Our World in Data
TWN,tourism,tourist_arrivals,7858000.0,arrivals/year,2024,UNWTO via Our World in Data
MUS,tourism,tourist_arrivals,1382000.0,arrivals/year,2024,UNWTO via Our World in Data
BFA,tourism,tourist_arrivals,132000.0,arrivals/year,2024,UNWTO via Our World in Data
MCO,tourism,tourist_arrivals,348258.0,arrivals/year,2024,UNWTO via Our World in Data
ITA,tourism,tourist_arrivals,57725000.0,arrivals/year,2024,UNWTO via Our World in Data
PRI,tourism,tourist_arrivals,5551200.0,arrivals/year,2024,UNWTO via Our World in Data
CHL,tourism,tourist_arrivals,5239233.0,arrivals/year,2024,UNWTO via Our World in Data
ARM,tourism,tourist_arrivals,2208000.0,arrivals/year,2024,UNWTO via Our World in Data
USA,tourism,tourist_arrivals,72390320.0,arrivals/year,2024,UNWTO via Our World in Data
FIN,tourism,tourist_arrivals,4475000.0,arrivals/year,2024,UNWTO via Our World in Data
GEO,tourism,tourist_arrivals,5092000.0,arrivals/year,2024,UNWTO via Our World in Data
MDA,tourism,tourist_arrivals,254020.0,arrivals/year,2024,UNWTO via Our World in Data
ESP,tourism,tourist_arrivals,93759300.0,arrivals/year,2024,UNWTO via Our World in Data
UKR,tourism,tourist_arrivals,2482000.0,arrivals/year,2024,UNWTO via Our World in Data
ZAF,tourism,tourist_arrivals,8919000.0,arrivals/year,2024,UNWTO via Our World in Data
GUF,tourism,tourist_arrivals,86000.0,arrivals/year,2024,UNWTO via Our World in Data
ARG,tourism,tourist_arrivals,6603877.0,arrivals/year,2024,UNWTO via Our World in Data
ATG,tourism,tourist_arrivals,330200.0,arrivals/year,2024,UNWTO via Our World in Data
MEX,tourism,tourist_arrivals,45038750.0,arrivals/year,2024,UNWTO via Our World in Data
GBR,tourism,tourist_arrivals,38229570.0,arrivals/year,2024,UNWTO via Our World in Data
KOR,tourism,tourist_arrivals,16370000.0,arrivals/year,2024,UNWTO via Our World in Data
BIH,tourism,tourist_arrivals,1388775.0,arrivals/year,2024,UNWTO via Our World in Data
ROU,tourism,tourist_arrivals,13353000.0,arrivals/year,2024,UNWTO via Our World in Data
HKG,tourism,tourist_arrivals,21943900.0,arrivals/year,2024,UNWTO via Our World in Data
MNG,tourism,tourist_arrivals,727000.0,arrivals/year,2024,UNWTO via Our World in Data
FJI,tourism,tourist_arrivals,928938.0,arrivals/year,2024,UNWTO via Our World in Data
MLT,tourism,tourist_arrivals,3563600.0,arrivals/year,2024,UNWTO via Our World in Data
PRT,tourism,tourist_arrivals,28970000.0,arrivals/year,2024,UNWTO via Our World in Data
SAU,tourism,tourist_arrivals,29727444.0,arrivals/year,2024,UNWTO via Our World in Data
GUM,tourism,tourist_arrivals,739146.0,arrivals/year,2024,UNWTO via Our World in Data
TTO,tourism,tourist_arrivals,334000.0,arrivals/year,2024,UNWTO via Our World in Data
NCL,tourism,tourist_arrivals,59399.0,arrivals/year,2024,UNWTO via Our World in Data
MAC,tourism,tourist_arrivals,16043768.0,arrivals/year,2024,UNWTO via Our World in Data
BHR,tourism,tourist_arrivals,6618000.0,arrivals/year,2024,UNWTO via Our World in Data
KAZ,tourism,tourist_arrivals,10381566.0,arrivals/year,2024,UNWTO via Our World in Data
AND,tourism,tourist_arrivals,4167600.0,arrivals/year,2024,UNWTO via Our World in Data
JOR,tourism,tourist_arrivals,5217000.0,arrivals/year,2024,UNWTO via Our World in Data
BHS,tourism,tourist_arrivals,1869133.0,arrivals/year,2024,UNWTO via Our World in Data
NZL,tourism,tourist_arrivals,3175839.0,arrivals/year,2024,UNWTO via Our World in Data
BRA,tourism,tourist_arrivals,6773619.0,arrivals/year,2024,UNWTO via Our World in Data
SLV,tourism,tourist_arrivals,3186988.0,arrivals/year,2024,UNWTO via Our World in Data
SVN,tourism,tourist_arrivals,5054000.0,arrivals/year,2024,UNWTO via Our World in Data
UZB,tourism,tourist_arrivals,7957213.0,arrivals/year,2024,UNWTO via Our World in Data
PRY,tourism,tourist_arrivals,1061000.0,arrivals/year,2024,UNWTO via Our World in Data
MMR,tourism,tourist_arrivals,808000.0,arrivals/year,2024,UNWTO via Our World in Data
POL,tourism,tourist_arrivals,19723000.0,arrivals/year,2024,UNWTO via Our World in Data
ETH,tourism,tourist_arrivals,536000.0,arrivals/year,2024,UNWTO via Our World in Data
CAN,tourism,tourist_arrivals,19913000.0,arrivals/year,2024,UNWTO via Our World in Data
DEU,tourism,tourist_arrivals,37420000.0,arrivals/year,2024,UNWTO via Our World in Data
IND,tourism,tourist_arrivals,9824000.0,arrivals/year,2024,UNWTO via Our World in Data
CRI,tourism,tourist_arrivals,2919483.0,arrivals/year,2024,UNWTO via Our World in Data
ISR,tourism,tourist_arrivals,961000.0,arrivals/year,2024,UNWTO via Our World in Data
DJI,aviation,air_passengers,130500.0,passengers/year,1991,World Bank via Our World in Data
BRB,aviation,air_passengers,0.0,passengers/year,1991,World Bank via Our World in Data
LBR,aviation,air_passengers,32000.0,passengers/year,1992,World Bank via Our World in Data
COM,aviation,air_passengers,27300.0,passengers/year,1996,World Bank via Our World in Data
BDI,aviation,air_passengers,12000.0,passengers/year,1998,World Bank via Our World in Data
GNB,aviation,air_passengers,20400.0,passengers/year,1998,World Bank via Our World in Data
GIN,aviation,air_passengers,58500.0,passengers/year,1999,World Bank via Our World in Data
LSO,aviation,air_passengers,1300.0,passengers/year,1999,World Bank via Our World in Data
NIC,aviation,air_passengers,61031.0,passengers/year,2000,World Bank via Our World in Data
CAF,aviation,air_passengers,46364.0,passengers/year,2001,World Bank via Our World in Data
DNK,aviation,air_passengers,6428701.0,passengers/year,2004,World Bank via Our World in Data
TON,aviation,air_passengers,75416.0,passengers/year,2004,World Bank via Our World in Data
NOR,aviation,air_passengers,12277222.0,passengers/year,2004,World Bank via Our World in Data
URY,aviation,air_passengers,563632.0,passengers/year,2009,World Bank via Our World in Data
GUM,aviation,air_passengers,1172372.0,passengers/year,2009,World Bank via Our World in Data
MKD,aviation,air_passengers,86868.0,passengers/year,2009,World Bank via Our World in Data
SLE,aviation,air_passengers,50193.0,passengers/year,2012,World Bank via Our World in Data
ASM,aviation,air_passengers,76944.0,passengers/year,2014,World Bank via Our World in Data
MLI,aviation,air_passengers,0.0,passengers/year,2014,World Bank via Our World in Data
TCD,aviation,air_passengers,28332.0,passengers/year,2014,World Bank via Our World in Data
GAB,aviation,air_passengers,77320.0,passengers/year,2016,World Bank via Our World in Data
BEN,aviation,air_passengers,899.0,passengers/year,2016,World Bank via Our World in Data
JAM,aviation,air_passengers,180951.0,passengers/year,2018,World Bank via Our World in Data
ABW,aviation,air_passengers,274280.0,passengers/year,2018,World Bank via Our World in Data
SOM,aviation,air_passengers,34066.0,passengers/year,2019,World Bank via Our World in Data
EST,aviation,air_passengers,857.0,passengers/year,2019,World Bank via Our World in Data
GMB,aviation,air_passengers,109542.0,passengers/year,2019,World Bank via Our World in Data
MCO,aviation,air_passengers,316.0,passengers/year,2019,World Bank via Our World in Data
ERI,aviation,air_passengers,45104.0,passengers/year,2020,World Bank via Our World in Data
BIH,aviation,air_passengers,1593.0,passengers/year,2020,World Bank via Our World in Data
GUY,aviation,air_passengers,7512.0,passengers/year,2021,World Bank via Our World in Data
LTU,aviation,air_passengers,29256.0,passengers/year,2022,World Bank via Our World in Data
SVK,aviation,air_passengers,1925.0,passengers/year,2022,World Bank via Our World in Data
SVN,aviation,air_passengers,1866.0,passengers/year,2022,World Bank via Our World in Data
ATG,aviation,air_passengers,35515.0,passengers/year,2022,World Bank via Our World in Data
UKR,aviation,air_passengers,452344.0,passengers/year,2022,World Bank via Our World in Data
IRL,aviation,air_passengers,192528430.0,passengers/year,2023,World Bank via Our World in Data
MRT,aviation,air_passengers,328992.0,passengers/year,2023,World Bank via Our World in Data
ZMB,aviation,air_passengers,321739.0,passengers/year,2023,World Bank via Our World in Data
YEM,aviation,air_passengers,618613.0,passengers/year,2023,World Bank via Our World in Data
IND,aviation,air_passengers,180415790.0,passengers/year,2023,World Bank via Our World in Data
KWT,aviation,air_passengers,9499895.0,passengers/year,2023,World Bank via Our World in Data
MAC,aviation,air_passengers,2053176.0,passengers/year,2023,World Bank via Our World in Data
IDN,aviation,air_passengers,97045784.0,passengers/year,2023,World Bank via Our World in Data
MUS,aviation,air_passengers,1504656.0,passengers/year,2023,World Bank via Our World in Data
GNQ,aviation,air_passengers,118427.0,passengers/year,2023,World Bank via Our World in Data
LVA,aviation,air_passengers,4475904.0,passengers/year,2023,World Bank via Our World in Data
LAO,aviation,air_passengers,842280.0,passengers/year,2023,World Bank via Our World in Data
MEX,aviation,air_passengers,78763320.0,passengers/year,2023,World Bank via Our World in Data
IRQ,aviation,air_passengers,3756178.0,passengers/year,2023,World Bank via Our World in Data
MDA,aviation,air_passengers,827604.0,passengers/year,2023,World Bank via Our World in Data
KGZ,aviation,air_passengers,804478.0,passengers/year,2023,World Bank via Our World in Data
SLV,aviation,air_passengers,3263923.0,passengers/year,2023,World Bank via Our World in Data
GRC,aviation,air_passengers,19090512.0,passengers/year,2023,World Bank via Our World in Data
IRN,aviation,air_passengers,18067404.0,passengers/year,2023,World Bank via Our World in Data
GHA,aviation,air_passengers,440680.0,passengers/year,2023,World Bank via Our World in Data
LBN,aviation,air_passengers,2693218.0,passengers/year,2023,World Bank via Our World in Data
KIR,aviation,air_passengers,58879.0,passengers/year,2023,World Bank via Our World in Data
MHL,aviation,air_passengers,29502.0,passengers/year,2023,World Bank via Our World in Data
HND,aviation,air_passengers,428443.0,passengers/year,2023,World Bank via Our World in Data
LUX,aviation,air_passengers,2457683.0,passengers/year,2023,World Bank via Our World in Data
JOR,aviation,air_passengers,3731345.0,passengers/year,2023,World Bank via Our World in Data
MDG,aviation,air_passengers,313313.0,passengers/year,2023,World Bank via Our World in Data
FRA,aviation,air_passengers,64644716.0,passengers/year,2023,World Bank via Our World in Data
MWI,aviation,air_passengers,3507.0,passengers/year,2023,World Bank via Our World in Data
HKG,aviation,air_passengers,25704484.0,passengers/year,2023,World Bank via Our World in Data
LBY,aviation,air_passengers,1094579.0,passengers/year,2023,World Bank via Our World in Data
FIN,aviation,air_passengers,10794518.0,passengers/year,2023,World Bank via Our World in Data
KEN,aviation,air_passengers,5138290.0,passengers/year,2023,World Bank via Our World in Data
HTI,aviation,air_passengers,74542.0,passengers/year,2023,World Bank via Our World in Data
MYS,aviation,air_passengers,46698380.0,passengers/year,2023,World Bank via Our World in Data
HUN,aviation,air_passengers,55613580.0,passengers/year,2023,World Bank via Our World in Data
GEO,aviation,air_passengers,320810.0,passengers/year,2023,World Bank via Our World in Data
MDV,aviation,air_passengers,1414194.0,passengers/year,2023,World Bank via Our World in Data
ITA,aviation,air_passengers,20264734.0,passengers/year,2023,World Bank via Our World in Data
FJI,aviation,air_passengers,2154560.0,passengers/year,2023,World Bank via Our World in Data
AFG,aviation,air_passengers,1031379.0,passengers/year,2023,World Bank via Our World in Data
ETH,aviation,air_passengers,15273254.0,passengers/year,2023,World Bank via Our World in Data
DEU,aviation,air_passengers,80199570.0,passengers/year,2023,World Bank via Our World in Data
ISL,aviation,air_passengers,4342331.0,passengers/year,2023,World Bank via Our World in Data
KAZ,aviation,air_passengers,11884241.0,passengers/year,2023,World Bank via Our World in Data
MLT,aviation,air_passengers,2387400.0,passengers/year,2023,World Bank via Our World in Data
ISR,aviation,air_passengers,7377778.0,passengers/year,2023,World Bank via Our World in Data
GTM,aviation,air_passengers,221478.0,passengers/year,2023,World Bank via Our World in Data
SWZ,aviation,air_passengers,34663.0,passengers/year,2023,World Bank via Our World in Data
JPN,aviation,air_passengers,120305970.0,passengers/year,2023,World Bank via Our World in Data
AGO,aviation,air_passengers,1321412.0,passengers/year,2023,World Bank via Our World in Data
MNE,aviation,air_passengers,379068.0,passengers/year,2023,World Bank via Our World in Data
SWE,aviation,air_passengers,19554552.0,passengers/year,2023,World Bank via Our World in Data
BEL,aviation,air_passengers,11390665.0,passengers/year,2023,World Bank via Our World in Data
BLZ,aviation,air_passengers,776198.0,passengers/year,2023,World Bank via Our World in Data
SUR,aviation,air_passengers,149672.0,passengers/year,2023,World Bank via Our World in Data
SDN,aviation,air_passengers,911090.0,passengers/year,2023,World Bank via Our World in Data
LKA,aviation,air_passengers,3866001.0,passengers/year,2023,World Bank via Our World in Data
BTN,aviation,air_passengers,189878.0,passengers/year,2023,World Bank via Our World in Data
ESP,aviation,air_passengers,94101520.0,passengers/year,2023,World Bank via Our World in Data
BOL,aviation,air_passengers,5601302.0,passengers/year,2023,World Bank via Our World in Data
CHE,aviation,air_passengers,27725234.0,passengers/year,2023,World Bank via Our World in Data
KOR,aviation,air_passengers,76272456.0,passengers/year,2023,World Bank via Our World in Data
BWA,aviation,air_passengers,172720.0,passengers/year,2023,World Bank via Our World in Data
BRA,aviation,air_passengers,95398490.0,passengers/year,2023,World Bank via Our World in Data
SLB,aviation,air_passengers,157418.0,passengers/year,2023,World Bank via Our World in Data
SGP,aviation,air_passengers,47502830.0,passengers/year,2023,World Bank via Our World in Data
BRN,aviation,air_passengers,820886.0,passengers/year,2023,World Bank via Our World in Data
BGR,aviation,air_passengers,723825.0,passengers/year,2023,World Bank via Our World in Data
SYC,aviation,air_passengers,236917.0,passengers/year,2023,World Bank via Our World in Data
VEN,aviation,air_passengers,1783667.0,passengers/year,2023,World Bank via Our World in Data
SRB,aviation,air_passengers,3868570.0,passengers/year,2023,World Bank via Our World in Data
ZAF,aviation,air_passengers,15454596.0,passengers/year,2023,World Bank via Our World in Data
BLR,aviation,air_passengers,1322490.0,passengers/year,2023,World Bank via Our World in Data
SYR,aviation,air_passengers,610745.0,passengers/year,2023,World Bank via Our World in Data
TJK,aviation,air_passengers,690677.0,passengers/year,2023,World Bank via Our World in Data
UZB,aviation,air_passengers,4849939.0,passengers/year,2023,World Bank via Our World in Data
USA,aviation,air_passengers,941557000.0,passengers/year,2023,World Bank via Our World in Data
GBR,aviation,air_passengers,118945920.0,passengers/year,2023,World Bank via Our World in Data
ARG,aviation,air_passengers,21057812.0,passengers/year,2023,World Bank via Our World in Data
ARE,aviation,air_passengers,91062296.0,passengers/year,2023,World Bank via Our World in Data
ARM,aviation,air_passengers,1311506.0,passengers/year,2023,World Bank via Our World in Data
UGA,aviation,air_passengers,21650.0,passengers/year,2023,World Bank via Our World in Data
AUS,aviation,air_passengers,68958580.0,passengers/year,2023,World Bank via Our World in Data
TKM,aviation,air_passengers,1078118.0,passengers/year,2023,World Bank via Our World in Data
TUR,aviation,air_passengers,125940240.0,passengers/year,2023,World Bank via Our World in Data
TUN,aviation,air_passengers,4110265.0,passengers/year,2023,World Bank via Our World in Data
AUT,aviation,air_passengers,46040216.0,passengers/year,2023,World Bank via Our World in Data
TTO,aviation,air_passengers,2028649.0,passengers/year,2023,World Bank via Our World in Data
AZE,aviation,air_passengers,2581841.0,passengers/year,2023,World Bank via Our World in Data
TGO,aviation,air_passengers,2175165.0,passengers/year,2023,World Bank via Our World in Data
BHS,aviation,air_passengers,1465432.0,passengers/year,2023,World Bank via Our World in Data
VUT,aviation,air_passengers,359290.0,passengers/year,2023,World Bank via Our World in Data
THA,aviation,air_passengers,51920692.0,passengers/year,2023,World Bank via Our World in Data
BHR,aviation,air_passengers,5734420.0,passengers/year,2023,World Bank via Our World in Data
TZA,aviation,air_passengers,1911063.0,passengers/year,2023,World Bank via Our World in Data
BGD,aviation,air_passengers,6628497.0,passengers/year,2023,World Bank via Our World in Data
SEN,aviation,air_passengers,1070961.0,passengers/year,2023,World Bank via Our World in Data
DZA,aviation,air_passengers,7160662.0,passengers/year,2023,World Bank via Our World in Data
BFA,aviation,air_passengers,103592.0,passengers/year,2023,World Bank via Our World in Data
SAU,aviation,air_passengers,47979990.0,passengers/year,2023,World Bank via Our World in Data
CIV,aviation,air_passengers,716233.0,passengers/year,2023,World Bank via Our World in Data
PRK,aviation,air_passengers,3690.0,passengers/year,2023,World Bank via Our World in Data
HRV,aviation,air_passengers,1670012.0,passengers/year,2023,World Bank via Our World in Data
NGA,aviation,air_passengers,5269404.0,passengers/year,2023,World Bank via Our World in Data
ALB,aviation,air_passengers,374800.0,passengers/year,2023,World Bank via Our World in Data
CUB,aviation,air_passengers,136998.0,passengers/year,2023,World Bank via Our World in Data
NER,aviation,air_passengers,5775.0,passengers/year,2023,World Bank via Our World in Data
CYP,aviation,air_passengers,724062.0,passengers/year,2023,World Bank via Our World in Data
